image_id,x,y,width,height
642,488,117,81,102
642,95,102,68,103
642,1152,53,44,198
642,855,81,50,184
642,1088,104,49,110
642,627,179,62,20
642,205,185,62,15
643,826,247,38,139
643,741,270,70,84
643,511,258,45,124
643,271,266,67,102
643,195,249,58,94
643,995,280,46,99
643,907,307,52,75
643,580,280,64,84
643,664,305,57,61
643,369,324,70,17
644,153,65,46,39
644,269,58,35,48
644,469,43,25,72
644,19,27,42,104
644,57,39,47,57
644,625,46,22,58
644,665,68,23,24
644,314,40,37,105
644,392,71,34,40
644,542,81,63,16
645,98,17,18,28
645,70,34,15,6
645,125,37,14,5
645,34,15,23,28
645,6,29,20,7
645,162,16,7,40
646,367,432,180,203
646,2028,487,199,230
646,1450,481,54,182
646,2479,468,156,231
646,613,457,141,206
646,1571,480,176,179
646,1052,590,210,51
647,2330,453,187,208
647,1605,402,164,234
647,1981,517,169,256
647,536,423,172,204
647,1010,375,118,239
647,1349,513,173,159
647,1193,421,90,257
647,740,531,159,155
647,360,407,95,283
648,299,147,52,54
648,203,112,62,75
648,1646,122,58,106
648,1594,123,49,93
648,544,100,43,123
648,1168,122,50,92
648,434,115,65,84
648,817,126,54,94
648,1505,127,61,75
648,1025,167,61,57
648,894,107,69,92
648,101,111,69,114
648,682,152,44,49
648,1237,128,96,78
648,1405,179,58,20
649,427,227,73,115
649,286,230,68,119
649,592,246,77,77
649,706,205,62,106
649,802,244,65,64
649,224,186,59,201
649,867,197,47,105
649,513,193,47,187
649,358,284,46,69
650,626,9,51,66
650,463,40,54,66
650,15,59,40,78
650,382,24,41,72
650,242,28,54,69
650,557,2,43,70
650,167,48,55,56
650,749,7,32,70
650,316,55,32,49
650,84,89,38,39
650,707,52,35,13
651,182,35,32,45
651,100,31,32,42
651,53,22,14,67
651,250,51,27,35
651,72,34,14,40
651,223,30,19,66
651,284,41,29,47
651,141,61,22,7
652,374,35,25,41
652,86,52,30,31
652,284,35,45,45
652,210,49,26,30
652,26,35,52,46
652,178,33,21,37
652,147,39,17,37
652,256,37,14,46
652,413,34,15,53
652,338,59,21,7
653,3302,259,163,323
653,1964,352,207,263
653,470,211,206,420
653,1319,221,145,435
653,2319,256,204,360
653,2686,198,97,462
653,1607,279,228,337
653,2970,356,157,212
653,209,217,117,403
653,874,457,213,71
654,266,82,79,86
654,744,101,79,66
654,874,54,48,90
654,582,83,70,67
654,410,108,95,85
654,205,92,33,87
654,89,161,83,18
655,298,7,14,34
655,3,6,10,37
655,198,4,25,25
655,21,8,15,26
655,334,10,19,28
655,77,10,15,24
655,235,14,20,21
655,267,13,22,17
655,177,8,9,31
655,99,13,8,28
655,154,11,12,27
655,51,18,18,15
655,375,3,16,21
655,125,20,15,5
655,401,1,13,37
656,101,71,38,43
656,242,65,29,73
656,481,58,26,66
656,295,64,44,55
656,652,42,27,107
656,182,50,24,80
656,433,72,42,32
656,18,43,49,65
656,542,71,30,36
656,609,60,26,51
656,366,101,30,11
657,418,176,73,87
657,219,135,99,101
657,557,128,96,135
657,719,116,46,190
657,1044,132,83,159
657,865,176,77,131
657,69,52,40,226
658,966,117,83,160
658,83,157,78,163
658,596,147,67,126
658,520,152,30,138
658,755,164,124,145
658,203,178,88,136
658,345,232,91,38
659,303,54,18,33
659,157,48,12,42
659,96,60,24,24
659,233,57,18,34
659,136,45,14,46
659,30,49,21,29
659,183,58,23,26
659,282,54,17,37
659,257,56,12,42
659,62,45,16,36
659,207,65,22,23
659,322,51,16,40
660,208,22,50,75
660,265,46,36,38
660,118,30,32,44
660,426,37,23,48
660,484,30,26,69
660,34,15,24,51
660,323,63,51,9
661,252,295,36,190
661,551,321,42,107
661,787,316,31,153
661,841,345,39,87
661,977,338,39,91
661,695,362,43,66
661,607,308,21,154
661,1023,329,22,134
661,453,384,50,49
661,327,336,23,112
661,372,391,27,23
662,272,22,38,42
662,53,26,28,36
662,142,33,20,30
662,220,31,31,28
662,180,12,22,49
662,7,17,34,40
662,99,17,39,41
663,408,88,49,58
663,44,87,63,64
663,196,81,54,61
663,546,85,31,60
663,482,109,35,42
663,131,108,36,44
663,597,85,24,62
663,350,89,34,65
663,274,118,41,14
664,482,112,72,98
664,234,124,55,96
664,774,75,58,85
664,355,142,82,62
664,849,66,76,133
664,562,116,102,61
664,684,139,67,24
664,91,191,95,26
665,79,71,58,72
665,402,72,55,67
665,550,77,38,52
665,233,86,57,65
665,484,101,34,44
665,151,109,51,43
665,329,119,47,12
666,764,158,68,145
666,477,153,66,91
666,559,145,62,135
666,843,172,73,92
666,1015,157,45,85
666,109,170,73,127
666,230,193,98,77
666,664,182,85,76
666,369,207,74,63
666,1083,119,66,164
666,947,209,71,25
667,780,594,295,400
667,1264,310,496,611
667,1897,455,361,475
667,2427,224,137,682
667,395,259,324,716
668,1099,102,67,88
668,882,69,64,111
668,980,122,67,84
668,428,120,64,80
668,87,53,60,158
668,278,67,59,118
668,562,87,65,106
668,735,118,70,83
668,630,50,55,191
668,170,146,73,16
669,1743,526,390,466
669,2462,725,240,296
669,640,381,189,793
669,3988,444,286,514
669,3537,605,281,418
669,362,359,258,830
669,2107,269,212,986
669,2863,379,292,571
669,986,521,77,515
669,1143,779,205,247
669,3094,124,318,1164
669,1449,871,204,86
670,194,114,68,161
670,776,128,125,105
670,275,131,124,112
670,579,105,85,98
670,433,180,81,62
670,651,92,89,156
670,958,106,158,82
671,296,59,33,35
671,538,34,24,66
671,209,24,34,61
671,172,56,25,30
671,487,28,45,54
671,257,41,23,67
671,89,36,13,59
671,33,35,31,76
671,368,39,27,66
671,126,49,19,29
671,402,23,32,69
671,453,65,23,11
671,454,68,21,3
672,210,145,190,367
672,2461,236,180,331
672,496,159,162,365
672,1335,184,198,377
672,1795,284,379,364
672,897,447,253,49
673,973,341,130,234
673,494,380,154,175
673,2448,358,161,247
673,1460,439,193,198
673,1929,379,98,284
673,2095,364,149,215
673,249,304,131,341
673,740,475,161,129
673,2627,414,130,314
673,1188,353,105,266
673,2238,491,147,148
673,394,382,59,189
674,1270,303,65,113
674,1136,356,54,65
674,1599,296,51,83
674,989,296,39,164
674,655,389,93,78
674,871,328,55,84
674,370,354,54,142
674,512,409,50,46
674,1452,365,88,31
674,453,384,53,71
674,1680,341,45,33
675,161,65,72,119
675,256,76,81,103
675,626,65,86,146
675,755,74,23,115
675,371,85,106,115
675,541,44,30,134
675,668,63,32,30
676,695,66,74,86
676,883,68,52,85
676,351,65,51,89
676,505,56,55,95
676,412,103,58,59
676,814,99,47,58
676,608,117,42,15
677,205,230,151,205
677,1050,324,181,147
677,441,282,138,139
677,2266,393,231,163
677,1294,291,72,203
677,2028,319,109,189
677,1855,313,115,192
677,715,364,172,130
677,2578,340,101,179
677,2815,348,64,208
677,1513,402,203,43
677,1507,386,207,160
678,86,46,19,20
678,33,32,12,30
678,165,49,20,21
678,114,38,24,27
678,193,41,22,31
678,141,40,12,32
678,54,41,25,21
679,612,498,98,90
679,403,467,105,88
679,1028,461,83,108
679,82,436,36,132
679,137,469,35,89
679,819,464,90,121
679,755,455,66,128
679,533,442,41,139
679,945,507,83,76
679,1168,440,59,152
679,273,523,95,23
680,578,148,56,69
680,272,162,58,68
680,373,145,37,76
680,677,169,63,67
680,197,141,43,79
680,774,156,55,66
680,171,140,18,84
680,540,154,16,73
680,437,196,60,13
681,333,254,319,723
681,1198,403,338,424
681,2301,260,245,619
681,864,604,194,244
681,1848,475,263,437
681,3076,227,298,602
681,570,384,322,436
681,1497,171,197,926
681,2671,671,221,94
682,329,54,92,113
682,882,88,67,86
682,497,100,96,73
682,639,58,49,155
682,986,79,30,125
682,699,83,26,94
682,757,130,24,28
682,411,118,24,31
682,808,139,51,16
682,806,140,48,3
682,722,96,73,94
683,1098,70,71,85
683,489,91,59,111
683,373,158,58,64
683,57,119,44,178
683,827,88,52,98
683,714,133,61,75
683,244,133,51,100
683,601,68,47,190
683,1056,79,20,94
683,171,146,24,97
683,946,153,57,21
684,238,65,31,39
684,442,51,31,48
684,98,61,40,38
684,40,37,50,51
684,342,51,30,52
684,300,43,21,77
684,153,52,47,44
684,488,47,27,70
684,391,82,29,8
684,392,83,30,27
685,577,422,42,60
685,468,407,35,103
685,1024,398,38,116
685,672,393,43,124
685,366,402,72,82
685,759,397,52,86
685,866,431,64,57
685,92,382,43,131
685,203,407,38,81
685,973,405,26,89
685,154,404,32,92
685,288,450,50,29
685,291,458,44,9
686,789,341,53,51
686,887,288,28,98
686,672,279,34,98
686,503,242,33,200
686,315,268,37,115
686,708,267,27,171
686,598,317,36,52
686,240,281,25,106
686,525,256,47,173
686,428,349,42,12
687,1387,534,222,482
687,2348,649,256,445
687,3517,701,414,387
687,1189,453,216,678
687,2609,513,179,564
687,3013,770,197,318
687,1941,921,191,59
688,410,137,57,130
688,306,145,72,96
688,828,136,89,112
688,557,177,77,79
688,89,132,111,120
688,12,90,61,160
688,1144,112,68,152
688,1048,116,102,96
688,747,108,46,153
688,196,204,69,59
688,940,202,70,27
689,849,228,58,96
689,717,283,101,76
689,389,304,99,85
689,549,246,95,140
689,136,292,44,105
689,612,248,71,96
689,943,195,82,189
689,212,297,138,82
690,382,65,34,73
690,186,75,43,41
690,251,56,46,64
690,95,24,61,83
690,327,89,30,42
690,521,73,43,74
690,446,114,28,7
691,452,164,138,155
691,1404,239,116,117
691,1121,160,101,162
691,268,105,116,127
691,171,84,96,154
691,1631,184,123,184
691,789,176,117,140
691,682,148,75,234
691,961,249,101,33
691,1248,155,57,242
691,54,189,98,36
692,3324,240,201,412
692,3707,250,113,458
692,526,323,181,399
692,2945,436,239,271
692,2313,323,100,421
692,2627,320,184,408
692,72,241,145,517
692,1636,237,148,500
692,1199,290,310,399
692,2019,386,177,285
692,309,331,157,377
692,871,511,201,74
693,2095,305,170,211
693,312,248,127,289
693,2464,221,114,197
693,1675,241,147,207
693,660,324,136,180
693,1444,354,155,150
693,1261,289,104,257
693,1910,221,91,279
693,1078,290,145,185
693,494,275,104,268
693,872,436,116,49
694,2442,243,165,275
694,2726,276,150,163
694,1579,219,210,278
694,2128,205,69,277
694,1312,207,121,183
694,1941,273,114,111
694,113,143,55,171
694,950,165,136,215
694,244,276,66,78
694,1179,212,69,147
694,587,281,157,45
694,587,278,160,162
695,526,226,62,158
695,928,219,51,162
695,854,236,56,115
695,612,254,93,107
695,394,275,75,112
695,234,239,31,137
695,291,237,90,146
695,753,313,69,27
696,325,48,37,48
696,62,49,42,51
696,452,50,51,41
696,213,38,19,81
696,117,61,38,40
696,267,72,37,35
696,389,58,36,46
696,178,49,27,45
696,20,43,29,73
697,747,328,110,249
697,256,229,178,361
697,445,459,95,136
697,1179,249,163,397
697,1580,354,112,211
697,1043,351,119,206
697,1184,396,67,203
697,118,271,100,432
697,622,375,68,242
697,1411,544,79,22
697,896,541,95,35
698,585,82,82,102
698,28,35,60,155
698,149,65,76,74
698,743,82,58,102
698,83,53,43,90
698,500,69,41,122
698,377,72,94,78
698,274,118,52,16
699,157,126,53,109
699,228,162,50,66
699,419,164,46,67
699,291,134,76,98
699,487,98,92,119
699,82,180,54,28
